"","sex","race","ethnic_origin","age","year","quarter","n_persons","median_weekly_earn"
"3949","Women","All Races","Hispanic or Latino","25 years and over",2018,1,7039000,632
"3950","Women","All Races","Hispanic or Latino","25 years and over",2018,2,7187000,652
"3951","Women","All Races","Hispanic or Latino","25 years and over",2018,3,7021000,652
"3952","Women","All Races","Hispanic or Latino","25 years and over",2018,4,7141000,643
"3953","Women","All Races","Hispanic or Latino","25 years and over",2019,1,7378000,664
"3954","Women","All Races","Hispanic or Latino","25 years and over",2019,2,7369000,653
"3955","Women","All Races","Hispanic or Latino","25 years and over",2019,3,7528000,697
"3956","Women","All Races","Hispanic or Latino","25 years and over",2019,4,7841000,681
"3957","Women","All Races","Hispanic or Latino","25 years and over",2020,1,7587000,702
"3958","Women","All Races","Hispanic or Latino","25 years and over",2020,2,6308000,748
"3959","Women","All Races","Hispanic or Latino","25 years and over",2020,3,6702000,759
"3960","Women","All Races","Hispanic or Latino","25 years and over",2020,4,7138000,732
"3961","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2010,1,11213000,581
"3962","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2010,2,11669000,559
"3963","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2010,3,11730000,561
"3964","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2010,4,11803000,573
"3965","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2011,1,11390000,568
"3966","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2011,2,11995000,598
"3967","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2011,3,11774000,578
"3968","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2011,4,11605000,573
"3969","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2012,1,12293000,591
"3970","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2012,2,12595000,607
"3971","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2012,3,12830000,586
"3972","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2012,4,12556000,594
"3973","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2013,1,12399000,599
"3974","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2013,2,12916000,594
"3975","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2013,3,13230000,615
"3976","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2013,4,12886000,598
"3977","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2014,1,12903000,618
"3978","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2014,2,13340000,607
"3979","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2014,3,13420000,620
"3980","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2014,4,13451000,627
"3981","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2015,1,13645000,615
"3982","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2015,2,13866000,620
"3983","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2015,3,13786000,626
"3984","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2015,4,13857000,666
"3985","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2016,1,14105000,634
"3986","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2016,2,14173000,650
"3987","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2016,3,14354000,669
"3988","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2016,4,14611000,677
"3989","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2017,1,14219000,681
"3990","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2017,2,14775000,688
"3991","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2017,3,14730000,685
"3992","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2017,4,14759000,682
"3993","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2018,1,14915000,703
"3994","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2018,2,15447000,699
"3995","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2018,3,15113000,718
"3996","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2018,4,15166000,711
"3997","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2019,1,15399000,723
"3998","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2019,2,15601000,724
"3999","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2019,3,15692000,745
"4000","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2019,4,15963000,745
"4001","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2020,1,15647000,759
"4002","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2020,2,13443000,834
"4003","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2020,3,14126000,828
"4004","Both Sexes","All Races","Hispanic or Latino","25 to 54 years",2020,4,14609000,779
"4005","Men","All Races","Hispanic or Latino","25 to 54 years",2010,1,6977000,606
"4006","Men","All Races","Hispanic or Latino","25 to 54 years",2010,2,7302000,574
"4007","Men","All Races","Hispanic or Latino","25 to 54 years",2010,3,7451000,579
"4008","Men","All Races","Hispanic or Latino","25 to 54 years",2010,4,7417000,588
"4009","Men","All Races","Hispanic or Latino","25 to 54 years",2011,1,7037000,581
"4010","Men","All Races","Hispanic or Latino","25 to 54 years",2011,2,7464000,617
"4011","Men","All Races","Hispanic or Latino","25 to 54 years",2011,3,7358000,596
"4012","Men","All Races","Hispanic or Latino","25 to 54 years",2011,4,7338000,583
"4013","Men","All Races","Hispanic or Latino","25 to 54 years",2012,1,7457000,603
"4014","Men","All Races","Hispanic or Latino","25 to 54 years",2012,2,7794000,633
"4015","Men","All Races","Hispanic or Latino","25 to 54 years",2012,3,7687000,610
"4016","Men","All Races","Hispanic or Latino","25 to 54 years",2012,4,7653000,622
"4017","Men","All Races","Hispanic or Latino","25 to 54 years",2013,1,7619000,614
"4018","Men","All Races","Hispanic or Latino","25 to 54 years",2013,2,8022000,604
"4019","Men","All Races","Hispanic or Latino","25 to 54 years",2013,3,8047000,656
"4020","Men","All Races","Hispanic or Latino","25 to 54 years",2013,4,7917000,611
"4021","Men","All Races","Hispanic or Latino","25 to 54 years",2014,1,7938000,645
"4022","Men","All Races","Hispanic or Latino","25 to 54 years",2014,2,8230000,637
"4023","Men","All Races","Hispanic or Latino","25 to 54 years",2014,3,8266000,655
"4024","Men","All Races","Hispanic or Latino","25 to 54 years",2014,4,8361000,659
"4025","Men","All Races","Hispanic or Latino","25 to 54 years",2015,1,8271000,653
"4026","Men","All Races","Hispanic or Latino","25 to 54 years",2015,2,8501000,646
"4027","Men","All Races","Hispanic or Latino","25 to 54 years",2015,3,8451000,652
"4028","Men","All Races","Hispanic or Latino","25 to 54 years",2015,4,8485000,701
"4029","Men","All Races","Hispanic or Latino","25 to 54 years",2016,1,8709000,670
"4030","Men","All Races","Hispanic or Latino","25 to 54 years",2016,2,8821000,683
"4031","Men","All Races","Hispanic or Latino","25 to 54 years",2016,3,8921000,697
"4032","Men","All Races","Hispanic or Latino","25 to 54 years",2016,4,9065000,709
"4033","Men","All Races","Hispanic or Latino","25 to 54 years",2017,1,8535000,720
"4034","Men","All Races","Hispanic or Latino","25 to 54 years",2017,2,9073000,712
"4035","Men","All Races","Hispanic or Latino","25 to 54 years",2017,3,8976000,717
"4036","Men","All Races","Hispanic or Latino","25 to 54 years",2017,4,9074000,706
"4037","Men","All Races","Hispanic or Latino","25 to 54 years",2018,1,8948000,760
"4038","Men","All Races","Hispanic or Latino","25 to 54 years",2018,2,9345000,725
"4039","Men","All Races","Hispanic or Latino","25 to 54 years",2018,3,9225000,754
"4040","Men","All Races","Hispanic or Latino","25 to 54 years",2018,4,9085000,753
"4041","Men","All Races","Hispanic or Latino","25 to 54 years",2019,1,9247000,757
"4042","Men","All Races","Hispanic or Latino","25 to 54 years",2019,2,9437000,782
"4043","Men","All Races","Hispanic or Latino","25 to 54 years",2019,3,9436000,783
"4044","Men","All Races","Hispanic or Latino","25 to 54 years",2019,4,9355000,800
"4045","Men","All Races","Hispanic or Latino","25 to 54 years",2020,1,9265000,795
"4046","Men","All Races","Hispanic or Latino","25 to 54 years",2020,2,8226000,892
"4047","Men","All Races","Hispanic or Latino","25 to 54 years",2020,3,8553000,873
"4048","Men","All Races","Hispanic or Latino","25 to 54 years",2020,4,8646000,808
"4049","Women","All Races","Hispanic or Latino","25 to 54 years",2010,1,4236000,521
"4050","Women","All Races","Hispanic or Latino","25 to 54 years",2010,2,4367000,533
"4051","Women","All Races","Hispanic or Latino","25 to 54 years",2010,3,4278000,531
"4052","Women","All Races","Hispanic or Latino","25 to 54 years",2010,4,4386000,531
"4053","Women","All Races","Hispanic or Latino","25 to 54 years",2011,1,4353000,542
"4054","Women","All Races","Hispanic or Latino","25 to 54 years",2011,2,4531000,551
"4055","Women","All Races","Hispanic or Latino","25 to 54 years",2011,3,4416000,547
"4056","Women","All Races","Hispanic or Latino","25 to 54 years",2011,4,4267000,543
"4057","Women","All Races","Hispanic or Latino","25 to 54 years",2012,1,4836000,571
"4058","Women","All Races","Hispanic or Latino","25 to 54 years",2012,2,4800000,564
"4059","Women","All Races","Hispanic or Latino","25 to 54 years",2012,3,5143000,537
"4060","Women","All Races","Hispanic or Latino","25 to 54 years",2012,4,4903000,546
"4061","Women","All Races","Hispanic or Latino","25 to 54 years",2013,1,4780000,573
"4062","Women","All Races","Hispanic or Latino","25 to 54 years",2013,2,4894000,579
"4063","Women","All Races","Hispanic or Latino","25 to 54 years",2013,3,5183000,584
"4064","Women","All Races","Hispanic or Latino","25 to 54 years",2013,4,4968000,575
"4065","Women","All Races","Hispanic or Latino","25 to 54 years",2014,1,4965000,591
"4066","Women","All Races","Hispanic or Latino","25 to 54 years",2014,2,5110000,562
"4067","Women","All Races","Hispanic or Latino","25 to 54 years",2014,3,5154000,587
"4068","Women","All Races","Hispanic or Latino","25 to 54 years",2014,4,5090000,588
"4069","Women","All Races","Hispanic or Latino","25 to 54 years",2015,1,5374000,582
"4070","Women","All Races","Hispanic or Latino","25 to 54 years",2015,2,5365000,594
"4071","Women","All Races","Hispanic or Latino","25 to 54 years",2015,3,5335000,600
"4072","Women","All Races","Hispanic or Latino","25 to 54 years",2015,4,5372000,604
"4073","Women","All Races","Hispanic or Latino","25 to 54 years",2016,1,5396000,600
"4074","Women","All Races","Hispanic or Latino","25 to 54 years",2016,2,5351000,602
"4075","Women","All Races","Hispanic or Latino","25 to 54 years",2016,3,5433000,611
